iter,t_ns,dt_ns,jitter_ns,miss,workload_ratio,cpu_load,mode
49,4528488867238,20016807,16807,0,0.7,25.0,NORMAL
50,4528508850682,19983444,16556,0,0.7,25.0,NORMAL
51,4528528850426,19999744,256,0,0.7,25.0,NORMAL
52,4528548850171,19999745,255,0,0.7,25.0,NORMAL
53,4528568851038,20000867,867,0,0.7,25.0,NORMAL
54,4528588850142,19999104,896,0,0.7,25.0,NORMAL
55,4528608850708,20000566,566,0,0.7,25.0,NORMAL
56,4528628856354,20005646,5646,0,0.7,25.0,NORMAL
57,4528648852232,19995878,4122,0,0.7,25.0,NORMAL
58,4528668857166,20004934,4934,0,0.7,25.0,NORMAL
59,4528688849016,19991850,8150,0,0.7,25.0,NORMAL
60,4528708856746,20007730,7730,0,0.7,25.0,NORMAL
61,4528728843496,19986750,13250,0,0.7,25.0,NORMAL
62,4528748851777,20008281,8281,0,0.7,25.0,NORMAL
63,4528768856361,20004584,4584,0,0.7,25.0,NORMAL
64,4528788856496,20000135,135,0,0.7,25.0,NORMAL
65,4528808849398,19992902,7098,0,0.7,25.0,NORMAL
66,4528828850014,20000616,616,0,0.7,25.0,NORMAL
67,4528848850160,20000146,146,0,0.7,25.0,NORMAL
68,4528868849874,19999714,286,0,0.7,25.0,NORMAL
69,4528888850060,20000186,186,0,0.7,25.0,NORMAL
70,4528908843643,19993583,6417,0,0.7,25.0,NORMAL
71,4528928843508,19999865,135,0,0.7,25.0,NORMAL
72,4528948850627,20007119,7119,0,0.7,25.0,NORMAL
73,4528968846775,19996148,3852,0,0.7,25.0,NORMAL
74,4528988850557,20003782,3782,0,0.7,25.0,NORMAL
75,4529008849831,19999274,726,0,0.7,25.0,NORMAL
76,4529028849896,20000065,65,0,0.7,25.0,NORMAL
77,4529048850603,20000707,707,0,0.7,25.0,NORMAL
78,4529068847753,19997150,2850,0,0.7,25.0,NORMAL
79,4529088850704,20002951,2951,0,0.7,25.0,NORMAL
80,4529108850318,19999614,386,0,0.7,25.0,NORMAL
81,4529128843721,19993403,6597,0,0.7,25.0,NORMAL
82,4529148843506,19999785,215,0,0.7,25.0,NORMAL
83,4529168844212,20000706,706,0,0.7,25.0,NORMAL
84,4529188845300,20001088,1088,0,0.7,25.0,NORMAL
85,4529208843361,19998061,1939,0,0.7,25.0,NORMAL
86,4529228843457,20000096,96,0,0.7,25.0,NORMAL
87,4529248843522,20000065,65,0,0.7,25.0,NORMAL
88,4529268843697,20000175,175,0,0.7,25.0,NORMAL
89,4529288843442,19999745,255,0,0.7,25.0,NORMAL
90,4529308843217,19999775,225,0,0.7,25.0,NORMAL
91,4529328843473,20000256,256,0,0.7,25.0,NORMAL
92,4529348843558,20000085,85,0,0.7,25.0,NORMAL
93,4529368843994,20000436,436,0,0.7,25.0,NORMAL
94,4529388843769,19999775,225,0,0.7,25.0,NORMAL
95,4529408843564,19999795,205,0,0.7,25.0,NORMAL
96,4529428849881,20006317,6317,0,0.7,25.0,NORMAL
97,4529448873310,20023429,23429,0,0.7,25.0,NORMAL
98,4529468851084,19977774,22226,0,0.7,25.0,NORMAL
99,4529488851019,19999935,65,0,0.7,25.0,NORMAL
100,4529508849552,19998533,1467,0,0.7,25.0,NORMAL
101,4529528843335,19993783,6217,0,0.7,25.0,NORMAL
102,4529548843340,20000005,5,0,0.7,25.0,NORMAL
103,4529568849988,20006648,6648,0,0.7,25.0,NORMAL
104,4529588857397,20007409,7409,0,0.7,25.0,NORMAL
105,4529608847774,19990377,9623,0,0.7,25.0,NORMAL
106,4529628844413,19996639,3361,0,0.7,25.0,NORMAL
107,4529648849848,20005435,5435,0,0.7,25.0,NORMAL
108,4529668846137,19996289,3711,0,0.7,25.0,NORMAL
109,4529688856962,20010825,10825,0,0.7,25.0,NORMAL
110,4529708850215,19993253,6747,0,0.7,25.0,NORMAL
111,4529728843377,19993162,6838,0,0.7,25.0,NORMAL
112,4529749058457,20215080,215080,0,0.7,25.0,NORMAL
113,4529768851272,19792815,207185,0,0.7,25.0,NORMAL
114,4529788850837,19999565,435,0,0.7,25.0,NORMAL
115,4529808849680,19998843,1157,0,0.7,25.0,NORMAL
116,4529828843433,19993753,6247,0,0.7,25.0,NORMAL
117,4529848850612,20007179,7179,0,0.7,25.0,NORMAL
118,4529868850027,19999415,585,0,0.7,25.0,NORMAL
119,4529888855502,20005475,5475,0,0.7,25.0,NORMAL
120,4529908852401,19996899,3101,0,0.7,25.0,NORMAL
121,4529928843520,19991119,8881,0,0.7,25.0,NORMAL
122,4529948843535,20000015,15,0,0.7,25.0,NORMAL
123,4529968850133,20006598,6598,0,0.7,25.0,NORMAL
124,4529988850749,20000616,616,0,0.7,25.0,NORMAL
125,4530008850163,19999414,586,0,0.7,25.0,NORMAL
126,4530028843486,19993323,6677,0,0.7,25.0,NORMAL
127,4530048850194,20006708,6708,0,0.7,25.0,NORMAL
128,4530068846261,19996067,3933,0,0.7,25.0,NORMAL
129,4530088850775,20004514,4514,0,0.7,25.0,NORMAL
130,4530108849368,19998593,1407,0,0.7,25.0,NORMAL
131,4530128843812,19994444,5556,0,0.7,25.0,NORMAL
132,4530148849959,20006147,6147,0,0.7,25.0,NORMAL
133,4530168850275,20000316,316,0,0.7,25.0,NORMAL
134,4530188844900,19994625,5375,0,0.7,25.0,NORMAL
135,4530208850226,20005326,5326,0,0.7,25.0,NORMAL
136,4530228843288,19993062,6938,0,0.7,25.0,NORMAL
137,4530248849965,20006677,6677,0,0.7,25.0,NORMAL
138,4530268849890,19999925,75,0,0.7,25.0,NORMAL
139,4530288851669,20001779,1779,0,0.7,25.0,NORMAL
140,4530308849751,19998082,1918,0,0.7,25.0,NORMAL
141,4530328849836,20000085,85,0,0.7,25.0,NORMAL
142,4530348850082,20000246,246,0,0.7,25.0,NORMAL
143,4530368850608,20000526,526,0,0.7,25.0,NORMAL
144,4530388850633,20000025,25,0,0.7,25.0,NORMAL
145,4530408849927,19999294,706,0,0.7,25.0,NORMAL
146,4530428850453,20000526,526,0,0.7,25.0,NORMAL
147,4530448843726,19993273,6727,0,0.7,25.0,NORMAL
148,4530468850624,20006898,6898,0,0.7,25.0,NORMAL
149,4530488851291,20000667,667,0,0.7,25.0,NORMAL
150,4530508845535,19994244,5756,0,0.7,25.0,NORMAL
151,4530528849939,20004404,4404,0,0.7,25.0,NORMAL
152,4530548850625,20000686,686,0,0.7,25.0,NORMAL
153,4530568851181,20000556,556,0,0.7,25.0,NORMAL
154,4530588855525,20004344,4344,0,0.7,25.0,NORMAL
155,4530608849959,19994434,5566,0,0.7,25.0,NORMAL
156,4530628843422,19993463,6537,0,0.7,25.0,NORMAL
157,4530649053793,20210371,210371,0,0.7,25.0,NORMAL
158,4530668850336,19796543,203457,0,0.7,25.0,NORMAL
159,4530688846754,19996418,3582,0,0.7,25.0,NORMAL
160,4530708850326,20003572,3572,0,0.7,25.0,NORMAL
161,4530728844220,19993894,6106,0,0.7,25.0,NORMAL
162,4530748850998,20006778,6778,0,0.7,25.0,NORMAL
163,4530768851474,20000476,476,0,0.7,25.0,NORMAL
164,4530788857240,20005766,5766,0,0.7,25.0,NORMAL
165,4530808845173,19987933,12067,0,0.7,25.0,NORMAL
166,4530828843515,19998342,1658,0,0.7,25.0,NORMAL
167,4530848850052,20006537,6537,0,0.7,25.0,NORMAL
168,4530868850318,20000266,266,0,0.7,25.0,NORMAL
169,4530888850254,19999936,64,0,0.7,25.0,NORMAL
170,4530908843807,19993553,6447,0,0.7,25.0,NORMAL
171,4530928843491,19999684,316,0,0.7,25.0,NORMAL
172,4530948849738,20006247,6247,0,0.7,25.0,NORMAL
173,4530968850535,20000797,797,0,0.7,25.0,NORMAL
174,4530988850109,19999574,426,0,0.7,25.0,NORMAL
175,4531008849684,19999575,425,0,0.7,25.0,NORMAL
176,4531028849769,20000085,85,0,0.7,25.0,NORMAL
177,4531048849815,20000046,46,0,0.7,25.0,NORMAL
178,4531068843468,19993653,6347,0,0.7,25.0,NORMAL
179,4531088851007,20007539,7539,0,0.7,25.0,NORMAL
180,4531108851102,20000095,95,0,0.7,25.0,NORMAL
181,4531128844245,19993143,6857,0,0.7,25.0,NORMAL
182,4531148843298,19999053,947,0,0.7,25.0,NORMAL
183,4531168843323,20000025,25,0,0.7,25.0,NORMAL
184,4531188844270,20000947,947,0,0.7,25.0,NORMAL
185,4531208843644,19999374,626,0,0.7,25.0,NORMAL
186,4531228843329,19999685,315,0,0.7,25.0,NORMAL
187,4531248843314,19999985,15,0,0.7,25.0,NORMAL
188,4531268843379,20000065,65,0,0.7,25.0,NORMAL
189,4531288844777,20001398,1398,0,0.7,25.0,NORMAL
190,4531308843700,19998923,1077,0,0.7,25.0,NORMAL
191,4531328844257,20000557,557,0,0.7,25.0,NORMAL
192,4531348849752,20005495,5495,0,0.7,25.0,NORMAL
193,4531368856690,20006938,6938,0,0.7,25.0,NORMAL
194,4531388847037,19990347,9653,0,0.7,25.0,NORMAL
195,4531408852072,20005035,5035,0,0.7,25.0,NORMAL
196,4531428850013,19997941,2059,0,0.7,25.0,NORMAL
197,4531448850269,20000256,256,0,0.7,25.0,NORMAL
198,4531469210762,20360493,360493,0,0.7,25.0,NORMAL
199,4531488847354,19636592,363408,0,0.7,25.0,NORMAL
200,4531508850325,20002971,2971,0,0.7,25.0,NORMAL
201,4531528844008,19993683,6317,0,0.7,25.0,NORMAL
202,4531548850486,20006478,6478,0,0.7,25.0,NORMAL
203,4531568851573,20001087,1087,0,0.7,25.0,NORMAL
204,4531588846588,19995015,4985,0,0.7,25.0,NORMAL
205,4531608847345,20000757,757,0,0.7,25.0,NORMAL
206,4531628852991,20005646,5646,0,0.7,25.0,NORMAL
207,4531648850251,19997260,2740,0,0.7,25.0,NORMAL
208,4531668851909,20001658,1658,0,0.7,25.0,NORMAL
209,4531688851945,20000036,36,0,0.7,25.0,NORMAL
210,4531708846219,19994274,5726,0,0.7,25.0,NORMAL
211,4531728845012,19998793,1207,0,0.7,25.0,NORMAL
212,4531748844566,19999554,446,0,0.7,25.0,NORMAL
213,4531768875370,20030804,30804,0,0.7,25.0,NORMAL
214,4531788852933,19977563,22437,0,0.7,25.0,NORMAL
215,4531808849091,19996158,3842,0,0.7,25.0,NORMAL
216,4531828848094,19999003,997,0,0.7,25.0,NORMAL
217,4531848845825,19997731,2269,0,0.7,25.0,NORMAL
218,4531868850078,20004253,4253,0,0.7,25.0,NORMAL
219,4531888851186,20001108,1108,0,0.7,25.0,NORMAL
220,4531908847454,19996268,3732,0,0.7,25.0,NORMAL
221,4531928847810,20000356,356,0,0.7,25.0,NORMAL
222,4531948850089,20002279,2279,0,0.7,25.0,NORMAL
223,4531968851437,20001348,1348,0,0.7,25.0,NORMAL
224,4531988851101,19999664,336,0,0.7,25.0,NORMAL
225,4532008848812,19997711,2289,0,0.7,25.0,NORMAL
226,4532028847615,19998803,1197,0,0.7,25.0,NORMAL
227,4532048844525,19996910,3090,0,0.7,25.0,NORMAL
228,4532068850341,20005816,5816,0,0.7,25.0,NORMAL
229,4532088850516,20000175,175,0,0.7,25.0,NORMAL
230,4532108849419,19998903,1097,0,0.7,25.0,NORMAL
231,4532128848503,19999084,916,0,0.7,25.0,NORMAL
232,4532148845342,19996839,3161,0,0.7,25.0,NORMAL
233,4532168843403,19998061,1939,0,0.7,25.0,NORMAL
234,4532188844100,20000697,697,0,0.7,25.0,NORMAL
235,4532208849375,20005275,5275,0,0.7,25.0,NORMAL
236,4532228847827,19998452,1548,0,0.7,25.0,NORMAL
237,4532248847101,19999274,726,0,0.7,25.0,NORMAL
238,4532268850222,20003121,3121,0,0.7,25.0,NORMAL
239,4532288853294,20003072,3072,0,0.7,25.0,NORMAL
240,4532308849492,19996198,3802,0,0.7,25.0,NORMAL
241,4532328848625,19999133,867,0,0.7,25.0,NORMAL
242,4532348846376,19997751,2249,0,0.7,25.0,NORMAL
243,4532368850409,20004033,4033,0,0.7,25.0,NORMAL
244,4532388851466,20001057,1057,0,0.7,25.0,NORMAL
245,4532408849748,19998282,1718,0,0.7,25.0,NORMAL
246,4532428848261,19998513,1487,0,0.7,25.0,NORMAL
247,4532448847484,19999223,777,0,0.7,25.0,NORMAL
248,4532468850555,20003071,3071,0,0.7,25.0,NORMAL
249,4532488851843,20001288,1288,0,0.7,25.0,NORMAL
250,4532508849554,19997711,2289,0,0.7,25.0,NORMAL
251,4532528848337,19998783,1217,0,0.7,25.0,NORMAL
252,4532548846288,19997951,2049,0,0.7,25.0,NORMAL
253,4532568850832,20004544,4544,0,0.7,25.0,NORMAL
254,4532588857850,20007018,7018,0,0.7,25.0,NORMAL
255,4532608846875,19989025,10975,0,0.7,25.0,NORMAL
256,4532628845437,19998562,1438,0,0.7,25.0,NORMAL
257,4532648845693,20000256,256,0,0.7,25.0,NORMAL
258,4532668850357,20004664,4664,0,0.7,25.0,NORMAL
259,4532688850202,19999845,155,0,0.7,25.0,NORMAL
260,4532708847963,19997761,2239,0,0.7,25.0,NORMAL
261,4532728845684,19997721,2279,0,0.7,25.0,NORMAL
262,4532748845639,19999955,45,0,0.7,25.0,NORMAL
263,4532768849571,20003932,3932,0,0.7,25.0,NORMAL
264,4532788850639,20001068,1068,0,0.7,25.0,NORMAL
265,4532808850453,19999814,186,0,0.7,25.0,NORMAL
266,4532828847794,19997341,2659,0,0.7,25.0,NORMAL
267,4532848845244,19997450,2550,0,0.7,25.0,NORMAL
268,4532868850159,20004915,4915,0,0.7,25.0,NORMAL
269,4532888850264,20000105,105,0,0.7,25.0,NORMAL
270,4532908849427,19999163,837,0,0.7,25.0,NORMAL
271,4532928847980,19998553,1447,0,0.7,25.0,NORMAL
272,4532948848606,20000626,626,0,0.7,25.0,NORMAL
273,4532968849944,20001338,1338,0,0.7,25.0,NORMAL
274,4532988844209,19994265,5735,0,0.7,25.0,NORMAL
275,4533008849834,20005625,5625,0,0.7,25.0,NORMAL
276,4533028848778,19998944,1056,0,0.7,25.0,NORMAL
277,4533048846669,19997891,2109,0,0.7,25.0,NORMAL
278,4533068850632,20003963,3963,0,0.7,25.0,NORMAL
279,4533088850196,19999564,436,0,0.7,25.0,NORMAL
280,4533108849450,19999254,746,0,0.7,25.0,NORMAL
281,4533128847982,19998532,1468,0,0.7,25.0,NORMAL
282,4533148846465,19998483,1517,0,0.7,25.0,NORMAL
283,4533168843424,19996959,3041,0,0.7,25.0,NORMAL
284,4533188851234,20007810,7810,0,0.7,25.0,NORMAL
285,4533208848855,19997621,2379,0,0.7,25.0,NORMAL
286,4533228847818,19998963,1037,0,0.7,25.0,NORMAL
287,4533248846801,19998983,1017,0,0.7,25.0,NORMAL
288,4533268850644,20003843,3843,0,0.7,25.0,NORMAL
289,4533288853104,20002460,2460,0,0.7,25.0,NORMAL
290,4533308849071,19995967,4033,0,0.7,25.0,NORMAL
291,4533328848736,19999665,335,0,0.7,25.0,NORMAL
292,4533348846417,19997681,2319,0,0.7,25.0,NORMAL
293,4533368849959,20003542,3542,0,0.7,25.0,NORMAL
294,4533388852198,20002239,2239,0,0.7,25.0,NORMAL
295,4533408849378,19997180,2820,0,0.7,25.0,NORMAL
296,4533428847219,19997841,2159,0,0.7,25.0,NORMAL
297,4533448846443,19999224,776,0,0.7,25.0,NORMAL
298,4533468850456,20004013,4013,0,0.7,25.0,NORMAL
299,4533488850892,20000436,436,0,0.7,25.0,NORMAL
300,4533508849093,19998201,1799,0,0.7,25.0,NORMAL
301,4533528847676,19998583,1417,0,0.7,25.0,NORMAL
302,4533548846709,19999033,967,0,0.7,25.0,NORMAL
303,4533568850682,20003973,3973,0,0.7,25.0,NORMAL
304,4533588850557,19999875,125,0,0.7,25.0,NORMAL
305,4533608848618,19998061,1939,0,0.7,25.0,NORMAL
306,4533628844265,19995647,4353,0,0.7,25.0,NORMAL
307,4533648853027,20008762,8762,0,0.7,25.0,NORMAL
308,4533668843765,19990738,9262,0,0.7,25.0,NORMAL
309,4533688850272,20006507,6507,0,0.7,25.0,NORMAL
310,4533708846150,19995878,4122,0,0.7,25.0,NORMAL
311,4533728845063,19998913,1087,0,0.7,25.0,NORMAL
312,4533748846391,20001328,1328,0,0.7,25.0,NORMAL
313,4533768850133,20003742,3742,0,0.7,25.0,NORMAL
314,4533788851220,20001087,1087,0,0.7,25.0,NORMAL
315,4533808849312,19998092,1908,0,0.7,25.0,NORMAL
316,4533828846441,19997129,2871,0,0.7,25.0,NORMAL
317,4533848846908,20000467,467,0,0.7,25.0,NORMAL
318,4533868850470,20003562,3562,0,0.7,25.0,NORMAL
319,4533888851457,20000987,987,0,0.7,25.0,NORMAL
320,4533908851522,20000065,65,0,0.7,25.0,NORMAL
321,4533928847720,19996198,3802,0,0.7,25.0,NORMAL
322,4533948847595,19999875,125,0,0.7,25.0,NORMAL
323,4533968850395,20002800,2800,0,0.7,25.0,NORMAL
324,4533988856622,20006227,6227,0,0.7,25.0,NORMAL
325,4534008850716,19994094,5906,0,0.7,25.0,NORMAL
326,4534028848247,19997531,2469,0,0.7,25.0,NORMAL
327,4534048845777,19997530,2470,0,0.7,25.0,NORMAL
328,4534068849680,20003903,3903,0,0.7,25.0,NORMAL
329,4534088850637,20000957,957,0,0.7,25.0,NORMAL
330,4534108850873,20000236,236,0,0.7,25.0,NORMAL
331,4534128849185,19998312,1688,0,0.7,25.0,NORMAL
332,4534148846946,19997761,2239,0,0.7,25.0,NORMAL
333,4534168845007,19998061,1939,0,0.7,25.0,NORMAL
334,4534188844622,19999615,385,0,0.7,25.0,NORMAL
335,4534208843896,19999274,726,0,0.7,25.0,NORMAL
336,4534228845444,20001548,1548,0,0.7,25.0,NORMAL
337,4534248844928,19999484,516,0,0.7,25.0,NORMAL
338,4534268845494,20000566,566,0,0.7,25.0,NORMAL
339,4534288850339,20004845,4845,0,0.7,25.0,NORMAL
340,4534308850384,20000045,45,0,0.7,25.0,NORMAL
341,4534328847784,19997400,2600,0,0.7,25.0,NORMAL
342,4534348848040,20000256,256,0,0.7,25.0,NORMAL
343,4534368846102,19998062,1938,0,0.7,25.0,NORMAL
344,4534388850425,20004323,4323,0,0.7,25.0,NORMAL
345,4534408849047,19998622,1378,0,0.7,25.0,NORMAL
346,4534428849053,20000006,6,0,0.7,25.0,NORMAL
347,4534448846483,19997430,2570,0,0.7,25.0,NORMAL
348,4534468844795,19998312,1688,0,0.7,25.0,NORMAL
349,4534488849920,20005125,5125,0,0.7,25.0,NORMAL
350,4534508852179,20002259,2259,0,0.7,25.0,NORMAL
351,4534528848848,19996669,3331,0,0.7,25.0,NORMAL
352,4534548846329,19997481,2519,0,0.7,25.0,NORMAL
353,4534568844230,19997901,2099,0,0.7,25.0,NORMAL
354,4534588850637,20006407,6407,0,0.7,25.0,NORMAL
355,4534608851013,20000376,376,0,0.7,25.0,NORMAL
356,4534628847411,19996398,3602,0,0.7,25.0,NORMAL
357,4534648846475,19999064,936,0,0.7,25.0,NORMAL
358,4534668845017,19998542,1458,0,0.7,25.0,NORMAL
359,4534688852246,20007229,7229,0,0.7,25.0,NORMAL
360,4534708852351,20000105,105,0,0.7,25.0,NORMAL
361,4534728847808,19995457,4543,0,0.7,25.0,NORMAL
362,4534748846401,19998593,1407,0,0.7,25.0,NORMAL
363,4534768844011,19997610,2390,0,0.7,25.0,NORMAL
364,4534788850689,20006678,6678,0,0.7,25.0,NORMAL
365,4534808850474,19999785,215,0,0.7,25.0,NORMAL
366,4534828848876,19998402,1598,0,0.7,25.0,NORMAL
367,4534848846276,19997400,2600,0,0.7,25.0,NORMAL
368,4534868845169,19998893,1107,0,0.7,25.0,NORMAL
369,4534888849973,20004804,4804,0,0.7,25.0,NORMAL
370,4534908851401,20001428,1428,0,0.7,25.0,NORMAL
371,4534928849713,19998312,1688,0,0.7,25.0,NORMAL
372,4534948847645,19997932,2068,0,0.7,25.0,NORMAL
373,4534968846307,19998662,1338,0,0.7,25.0,NORMAL
374,4534988851092,20004785,4785,0,0.7,25.0,NORMAL
375,4535008850656,19999564,436,0,0.7,25.0,NORMAL
376,4535028848657,19998001,1999,0,0.7,25.0,NORMAL
377,4535048846088,19997431,2569,0,0.7,25.0,NORMAL
378,4535068845181,19999093,907,0,0.7,25.0,NORMAL
379,4535088845577,20000396,396,0,0.7,25.0,NORMAL
380,4535108848578,20003001,3001,0,0.7,25.0,NORMAL
381,4535128849184,20000606,606,0,0.7,25.0,NORMAL
382,4535148845953,19996769,3231,0,0.7,25.0,NORMAL
383,4535168845658,19999705,295,0,0.7,25.0,NORMAL
384,4535188845443,19999785,215,0,0.7,25.0,NORMAL
385,4535208856329,20010886,10886,0,0.7,25.0,NORMAL
386,4535228854130,19997801,2199,0,0.7,25.0,NORMAL
387,4535248855868,20001738,1738,0,0.7,25.0,NORMAL
388,4535268847668,19991800,8200,0,0.7,25.0,NORMAL
389,4535288848204,20000536,536,0,0.7,25.0,NORMAL
390,4535308851445,20003241,3241,0,0.7,25.0,NORMAL
391,4535328848785,19997340,2660,0,0.7,25.0,NORMAL
392,4535348845865,19997080,2920,0,0.7,25.0,NORMAL
393,4535368845379,19999514,486,0,0.7,25.0,NORMAL
394,4535388849863,20004484,4484,0,0.7,25.0,NORMAL
395,4535408849688,19999825,175,0,0.7,25.0,NORMAL
396,4535428849513,19999825,175,0,0.7,25.0,NORMAL
397,4535448845620,19996107,3893,0,0.7,25.0,NORMAL
398,4535468845075,19999455,545,0,0.7,25.0,NORMAL
399,4535488845030,19999955,45,0,0.7,25.0,NORMAL
400,4535508850846,20005816,5816,0,0.7,25.0,NORMAL
401,4535528848587,19997741,2259,0,0.7,25.0,NORMAL
402,4535548846488,19997901,2099,0,0.7,25.0,NORMAL
403,4535568853326,20006838,6838,0,0.7,25.0,NORMAL
404,4535588846619,19993293,6707,0,0.7,25.0,NORMAL
405,4535608851133,20004514,4514,0,0.7,25.0,NORMAL
406,4535628850066,19998933,1067,0,0.7,25.0,NORMAL
407,4535648853878,20003812,3812,0,0.7,25.0,NORMAL
408,4535668854745,20000867,867,0,0.7,25.0,NORMAL
409,4535688853518,19998773,1227,0,0.7,25.0,NORMAL
410,4535708854335,20000817,817,0,0.7,25.0,NORMAL
411,4535728853739,19999404,596,0,0.7,25.0,NORMAL
412,4535748854766,20001027,1027,0,0.7,25.0,NORMAL
413,4535768850252,19995486,4514,0,0.7,25.0,NORMAL
414,4535788850308,20000056,56,0,0.7,25.0,NORMAL
415,4535808850924,20000616,616,0,0.7,25.0,NORMAL
416,4535828850068,19999144,856,0,0.7,25.0,NORMAL
417,4535848850484,20000416,416,0,0.7,25.0,NORMAL
418,4535868851591,20001107,1107,0,0.7,25.0,NORMAL
419,4535888853400,20001809,1809,0,0.7,25.0,NORMAL
420,4535908846963,19993563,6437,0,0.7,25.0,NORMAL
421,4535928851036,20004073,4073,0,0.7,25.0,NORMAL
422,4535948848266,19997230,2770,0,0.7,25.0,NORMAL
423,4535968848301,20000035,35,0,0.7,25.0,NORMAL
424,4535988845170,19996869,3131,0,0.7,25.0,NORMAL
425,4536008847329,20002159,2159,0,0.7,25.0,NORMAL
426,4536028852965,20005636,5636,0,0.7,25.0,NORMAL
427,4536048849774,19996809,3191,0,0.7,25.0,NORMAL
428,4536068850531,20000757,757,0,0.7,25.0,NORMAL
429,4536088848993,19998462,1538,0,0.7,25.0,NORMAL
430,4536108845221,19996228,3772,0,0.7,25.0,NORMAL
431,4536128856408,20011187,11187,0,0.7,25.0,NORMAL
432,4536148848798,19992390,7610,0,0.7,25.0,NORMAL
433,4536168847832,19999034,966,0,0.7,25.0,NORMAL
434,4536188849911,20002079,2079,0,0.7,25.0,NORMAL
435,4536208849135,19999224,776,0,0.7,25.0,NORMAL
436,4536228851124,20001989,1989,0,0.7,25.0,NORMAL
437,4536248853153,20002029,2029,0,0.7,25.0,NORMAL
438,4536268848860,19995707,4293,0,0.7,25.0,NORMAL
439,4536288852041,20003181,3181,0,0.7,25.0,NORMAL
440,4536308865221,20013180,13180,0,0.7,25.0,NORMAL
441,4536328853193,19987972,12028,0,0.7,25.0,NORMAL
442,4536348853359,20000166,166,0,0.7,25.0,NORMAL
443,4536368850108,19996749,3251,0,0.7,25.0,NORMAL
444,4536388849312,19999204,796,0,0.7,25.0,NORMAL
445,4536408856230,20006918,6918,0,0.7,25.0,NORMAL
446,4536428859531,20003301,3301,0,0.7,25.0,NORMAL
447,4536448851762,19992231,7769,0,0.7,25.0,NORMAL
448,4536468848731,19996969,3031,0,0.7,25.0,NORMAL
449,4536488849338,20000607,607,0,0.7,25.0,NORMAL
450,4536508854853,20005515,5515,0,0.7,25.0,NORMAL
451,4536528848997,19994144,5856,0,0.7,25.0,NORMAL
452,4536548851487,20002490,2490,0,0.7,25.0,NORMAL
